epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.8474,2.23999,11.6156,0.00227,0.7673,0.41569,0.51167,0.21707,2.0942,2.90258,0.00199,0.000657534,0.000657534,0.000657534
2,19.3961,2.18917,2.8721,0.00223,0.64423,0.58941,0.59668,0.24434,2.13271,1.68486,0.00194,0.00131546,0.00131546,0.00131546
3,25.131,2.24969,2.01121,0.00226,0.63368,0.63768,0.64116,0.25125,2.16295,1.59337,0.00202,0.00196459,0.00196459,0.00196459
4,30.6469,2.22193,1.83627,0.00224,0.72935,0.61295,0.71202,0.30182,2.13238,1.34068,0.00203,0.0019604,0.0019604,0.0019604
5,36.1386,2.2579,1.65187,0.00232,0.6785,0.4469,0.52467,0.23485,2.21612,1.99544,0.00215,0.0019472,0.0019472,0.0019472
6,41.6179,2.20027,1.33429,0.00221,0.71082,0.62745,0.7075,0.30734,2.14008,1.3902,0.00201,0.001934,0.001934,0.001934
7,47.2026,2.27954,1.72131,0.00235,0.64323,0.54118,0.6161,0.27441,2.21425,1.37029,0.00216,0.0019208,0.0019208,0.0019208
8,52.7847,2.17736,1.42917,0.00224,0.67244,0.65208,0.70416,0.26521,2.30997,1.43109,0.00226,0.0019076,0.0019076,0.0019076
9,58.2463,2.11306,1.3093,0.00213,0.73815,0.69804,0.73213,0.31638,2.09508,1.19083,0.002,0.0018944,0.0018944,0.0018944
10,63.7448,2.23985,1.21841,0.00228,0.76682,0.64482,0.71406,0.31961,2.22986,1.1319,0.00206,0.0018812,0.0018812,0.0018812
11,69.3547,2.22375,1.20035,0.00217,0.68089,0.61176,0.65877,0.29302,2.24389,1.37029,0.00216,0.001868,0.001868,0.001868
12,74.8396,2.06633,1.21818,0.00204,0.7489,0.70588,0.77025,0.34939,2.09479,1.21741,0.00197,0.0018548,0.0018548,0.0018548
13,80.4724,2.12649,1.14063,0.00214,0.77799,0.59092,0.71783,0.31559,2.21196,1.22846,0.00219,0.0018416,0.0018416,0.0018416
14,85.9842,2.10952,1.04882,0.00211,0.75432,0.61409,0.67754,0.30119,2.16241,1.459,0.00209,0.0018284,0.0018284,0.0018284
15,91.5789,2.13143,1.0532,0.00215,0.75091,0.70933,0.78634,0.32471,2.24011,1.02991,0.00213,0.0018152,0.0018152,0.0018152
16,97.115,2.06814,1.03957,0.00207,0.75122,0.58025,0.68378,0.30038,2.29087,1.4839,0.00232,0.001802,0.001802,0.001802
17,102.607,2.02918,1.00922,0.00195,0.85361,0.66315,0.78242,0.36089,2.09995,1.0142,0.00195,0.0017888,0.0017888,0.0017888
18,108.223,2.03357,0.97275,0.00201,0.88692,0.71765,0.81688,0.36323,2.09042,0.93047,0.00204,0.0017756,0.0017756,0.0017756
19,113.852,1.98135,0.97964,0.00192,0.77568,0.67059,0.72342,0.33017,2.13427,1.37948,0.002,0.0017624,0.0017624,0.0017624
20,119.317,2.06521,0.98463,0.00202,0.83307,0.62629,0.75081,0.34813,2.0784,1.24808,0.00206,0.0017492,0.0017492,0.0017492
21,124.786,1.96755,1.03147,0.00185,0.80034,0.72311,0.79137,0.35613,2.037,1.01848,0.00191,0.001736,0.001736,0.001736
22,130.247,2.00703,0.91837,0.00191,0.71813,0.69939,0.75544,0.34686,2.08364,1.06459,0.00193,0.0017228,0.0017228,0.0017228
23,135.894,2.04335,0.98781,0.00196,0.7218,0.68235,0.75248,0.34189,2.1696,1.14422,0.0021,0.0017096,0.0017096,0.0017096
24,141.381,2.01588,0.9475,0.00197,0.77838,0.70588,0.77751,0.34893,2.15946,1.0842,0.00208,0.0016964,0.0016964,0.0016964
25,146.86,1.93756,0.91309,0.00189,0.87898,0.71765,0.8378,0.37086,2.11238,0.93721,0.00199,0.0016832,0.0016832,0.0016832
26,152.382,2.00751,0.87127,0.00198,0.81975,0.73333,0.80543,0.34081,2.21411,1.06041,0.00213,0.00167,0.00167,0.00167
27,157.847,1.99924,0.87198,0.00193,0.8603,0.74902,0.83206,0.38362,2.05395,0.95239,0.00191,0.0016568,0.0016568,0.0016568
28,163.45,1.92285,0.83166,0.00184,0.80102,0.74902,0.81862,0.36765,2.12325,0.99674,0.00201,0.0016436,0.0016436,0.0016436
29,169.052,1.92745,0.83634,0.00187,0.79158,0.76078,0.81645,0.34339,2.16968,0.94922,0.00207,0.0016304,0.0016304,0.0016304
30,174.525,1.94232,0.8166,0.00184,0.767,0.70196,0.78693,0.35219,2.14753,0.91562,0.00196,0.0016172,0.0016172,0.0016172
31,179.999,1.95954,0.80552,0.00192,0.77105,0.73957,0.79778,0.37124,2.08312,0.95633,0.00198,0.001604,0.001604,0.001604
32,185.533,1.94317,0.78451,0.00182,0.82844,0.74118,0.79812,0.37901,2.08933,0.96656,0.002,0.0015908,0.0015908,0.0015908
33,190.981,1.93037,0.84575,0.00187,0.83979,0.68627,0.80056,0.36407,2.10199,1.01354,0.00198,0.0015776,0.0015776,0.0015776
34,196.552,1.94604,0.8143,0.00191,0.79767,0.65098,0.73501,0.34261,2.19664,1.21722,0.00217,0.0015644,0.0015644,0.0015644
35,202.051,1.95259,0.83129,0.00187,0.78867,0.72941,0.79208,0.37812,2.12481,0.89488,0.00207,0.0015512,0.0015512,0.0015512
36,207.59,1.90209,0.78024,0.00183,0.78547,0.76863,0.80608,0.37613,2.07777,0.86861,0.00201,0.001538,0.001538,0.001538
37,213.069,1.8368,0.78866,0.00168,0.77703,0.76533,0.81016,0.40758,2.02431,0.89789,0.00188,0.0015248,0.0015248,0.0015248
38,218.702,1.84016,0.80381,0.00177,0.80914,0.69412,0.7841,0.3729,2.06355,1.12237,0.00195,0.0015116,0.0015116,0.0015116
39,224.264,1.84804,0.78386,0.00173,0.76783,0.70036,0.76784,0.35429,2.1437,1.08401,0.00204,0.0014984,0.0014984,0.0014984
40,229.828,1.90484,0.84699,0.0017,0.79343,0.74118,0.78355,0.36381,2.13718,0.96897,0.00198,0.0014852,0.0014852,0.0014852
41,235.324,1.88969,0.79748,0.0018,0.84881,0.70588,0.81168,0.39573,2.10921,0.8647,0.00193,0.001472,0.001472,0.001472
42,240.82,1.84541,0.7697,0.00168,0.79532,0.7451,0.83267,0.40561,2.0007,1.01937,0.00185,0.0014588,0.0014588,0.0014588
43,246.268,1.8614,0.72236,0.00181,0.82753,0.68235,0.7836,0.37355,2.12839,0.93702,0.00206,0.0014456,0.0014456,0.0014456
44,251.951,1.85221,0.78092,0.00169,0.8223,0.67843,0.75132,0.3494,2.16358,1.0982,0.00205,0.0014324,0.0014324,0.0014324
45,257.504,1.83282,0.73202,0.0017,0.84028,0.74902,0.83006,0.39166,2.09469,0.85742,0.00197,0.0014192,0.0014192,0.0014192
46,262.95,1.85217,0.71631,0.00174,0.8497,0.77647,0.83709,0.38615,2.05519,0.86968,0.002,0.001406,0.001406,0.001406
47,268.45,1.79807,0.69097,0.00167,0.85222,0.7915,0.846,0.40466,2.06377,0.86778,0.00201,0.0013928,0.0013928,0.0013928
48,273.919,1.7359,0.69334,0.00158,0.87691,0.70588,0.83281,0.39346,2.11647,0.86324,0.00204,0.0013796,0.0013796,0.0013796
49,279.469,1.77939,0.7043,0.00163,0.78073,0.78195,0.83036,0.40143,2.04018,0.8545,0.00196,0.0013664,0.0013664,0.0013664
50,285.054,1.78342,0.79039,0.00164,0.85739,0.71765,0.82229,0.36897,2.09801,0.8999,0.00198,0.0013532,0.0013532,0.0013532
