epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.0302,2.55119,4.74605,0.00278,0.51694,0.49521,0.49678,0.18485,2.39943,1.91146,0.00232,0.000657534,0.000657534,0.000657534
2,17.4365,2.50463,2.13475,0.00255,0.59644,0.47059,0.49897,0.17449,2.48396,1.62956,0.00239,0.00131109,0.00131109,0.00131109
3,22.1073,2.63452,1.69654,0.00268,0.56884,0.47843,0.51441,0.16796,2.58636,1.52459,0.00233,0.00195145,0.00195145,0.00195145
4,26.6802,2.72744,1.79835,0.00281,0.51382,0.51373,0.45557,0.14307,2.54833,1.71111,0.0024,0.0019406,0.0019406,0.0019406
5,31.2416,2.58165,1.52592,0.00266,0.66979,0.51703,0.54122,0.19745,2.34895,1.6142,0.0022,0.0019208,0.0019208,0.0019208
6,35.7715,2.57949,1.4523,0.00265,0.59087,0.41569,0.47549,0.16016,2.75917,1.45974,0.00263,0.001901,0.001901,0.001901
7,39.9116,2.67792,1.60212,0.00272,0.67473,0.54902,0.56329,0.17171,2.6608,1.35407,0.00262,0.0018812,0.0018812,0.0018812
8,44.1655,2.48393,1.40685,0.00261,0.57347,0.56078,0.57293,0.20851,2.59974,1.35518,0.00255,0.0018614,0.0018614,0.0018614
9,48.0339,2.58832,1.42332,0.00259,0.56346,0.58824,0.56855,0.19882,2.54336,1.37082,0.00244,0.0018416,0.0018416,0.0018416
10,51.8531,2.49448,1.4311,0.0025,0.61342,0.49804,0.52031,0.20479,2.57493,1.5201,0.00246,0.0018218,0.0018218,0.0018218
11,55.6661,2.51396,1.3324,0.00247,0.75484,0.41569,0.51417,0.2039,2.58956,1.64419,0.00251,0.001802,0.001802,0.001802
12,60.2439,2.48028,1.30622,0.00251,0.64728,0.61176,0.60157,0.24206,2.39252,1.26364,0.00223,0.0017822,0.0017822,0.0017822
13,64.9868,2.36259,1.2255,0.00236,0.59339,0.59216,0.59738,0.20935,2.58758,1.3359,0.00246,0.0017624,0.0017624,0.0017624
14,69.656,2.57209,1.26626,0.00262,0.66918,0.62745,0.6725,0.24739,2.46532,1.1771,0.00237,0.0017426,0.0017426,0.0017426
15,74.3948,2.37897,1.16595,0.00237,0.76226,0.59216,0.67513,0.2638,2.43775,1.16251,0.0023,0.0017228,0.0017228,0.0017228
16,78.621,2.3848,1.1916,0.00239,0.6925,0.59216,0.65054,0.26397,2.39574,1.1852,0.00224,0.001703,0.001703,0.001703
17,83.3665,2.35089,1.17921,0.00234,0.66475,0.63137,0.64881,0.24465,2.30813,1.37954,0.00218,0.0016832,0.0016832,0.0016832
18,88.141,2.32498,1.15905,0.00226,0.61367,0.57255,0.59581,0.25383,2.2978,1.36527,0.00219,0.0016634,0.0016634,0.0016634
19,92.8394,2.23605,1.11094,0.00215,0.68716,0.55294,0.63872,0.27064,2.31993,1.19437,0.00214,0.0016436,0.0016436,0.0016436
20,97.4864,2.24105,1.10648,0.00219,0.71613,0.58369,0.67656,0.28426,2.28352,1.21593,0.00211,0.0016238,0.0016238,0.0016238
21,101.375,2.2812,1.0964,0.0022,0.62472,0.58039,0.64738,0.28855,2.23728,1.24066,0.00206,0.001604,0.001604,0.001604
22,105.393,2.28701,1.06149,0.00222,0.72617,0.66667,0.68587,0.28674,2.28052,1.17789,0.00217,0.0015842,0.0015842,0.0015842
23,109.345,2.27786,1.17255,0.00217,0.6703,0.65882,0.67411,0.26732,2.4179,1.21293,0.0023,0.0015644,0.0015644,0.0015644
24,113.71,2.24098,1.11052,0.00216,0.66209,0.63529,0.67585,0.28877,2.3359,1.12624,0.00223,0.0015446,0.0015446,0.0015446
25,118.249,2.24604,1.13142,0.00216,0.68799,0.63989,0.69841,0.30235,2.25239,1.18384,0.00207,0.0015248,0.0015248,0.0015248
26,122.338,2.18427,1.05445,0.0021,0.67683,0.62353,0.69237,0.28017,2.34514,1.17805,0.00216,0.001505,0.001505,0.001505
27,126.28,2.26828,1.02372,0.00217,0.69903,0.61936,0.67403,0.28927,2.33824,1.17882,0.00221,0.0014852,0.0014852,0.0014852
28,130.634,2.19533,1.06619,0.00215,0.6757,0.61176,0.68157,0.29506,2.30439,1.1871,0.00218,0.0014654,0.0014654,0.0014654
29,134.458,2.18804,1.05964,0.0021,0.72724,0.66275,0.72461,0.30522,2.30829,1.22275,0.0021,0.0014456,0.0014456,0.0014456
30,138.623,2.23375,0.99883,0.00214,0.74767,0.65098,0.71439,0.29868,2.26665,1.18945,0.00209,0.0014258,0.0014258,0.0014258
31,142.452,2.16703,0.98764,0.00219,0.71432,0.69412,0.73364,0.2997,2.27061,1.20105,0.00208,0.001406,0.001406,0.001406
32,146.346,2.23188,0.94579,0.0021,0.72157,0.66062,0.72711,0.31789,2.26165,1.14942,0.0021,0.0013862,0.0013862,0.0013862
33,150.219,2.16564,0.98344,0.00211,0.73691,0.6549,0.73916,0.30595,2.31054,1.10437,0.00211,0.0013664,0.0013664,0.0013664
34,154.029,2.12353,1.00241,0.00207,0.77797,0.63209,0.74487,0.31614,2.24195,1.07876,0.00208,0.0013466,0.0013466,0.0013466
35,157.853,2.11886,1.07423,0.00199,0.70068,0.6549,0.71185,0.31596,2.20437,1.23443,0.00204,0.0013268,0.0013268,0.0013268
36,161.987,2.16333,1.02448,0.00205,0.7461,0.68627,0.73535,0.29523,2.37405,1.09956,0.00223,0.001307,0.001307,0.001307
37,165.796,2.13154,0.94284,0.00196,0.73295,0.67807,0.72546,0.32022,2.25054,1.06517,0.00212,0.0012872,0.0012872,0.0012872
38,169.756,2.14097,0.9238,0.00203,0.65149,0.64314,0.65027,0.27615,2.39772,1.08131,0.00224,0.0012674,0.0012674,0.0012674
39,173.599,2.16211,0.92822,0.00208,0.70721,0.6902,0.73294,0.31015,2.3387,1.04989,0.00218,0.0012476,0.0012476,0.0012476
40,177.416,2.22562,0.97816,0.0021,0.71469,0.68763,0.72645,0.31566,2.23933,1.13101,0.00213,0.0012278,0.0012278,0.0012278
41,181.21,2.07614,0.94328,0.00202,0.71675,0.6549,0.71885,0.31996,2.23374,1.07693,0.00207,0.001208,0.001208,0.001208
42,185.391,2.09495,0.97169,0.00199,0.73852,0.6978,0.73574,0.30028,2.29992,1.12823,0.00213,0.0011882,0.0011882,0.0011882
43,189.462,2.06457,0.94392,0.002,0.71581,0.6549,0.69022,0.29546,2.29313,1.13878,0.00224,0.0011684,0.0011684,0.0011684
44,193.306,2.09654,0.94931,0.00195,0.73779,0.70588,0.74916,0.34005,2.19572,1.08826,0.00205,0.0011486,0.0011486,0.0011486
45,197.207,2.05742,0.90995,0.00196,0.7583,0.7098,0.7636,0.33666,2.19484,1.05432,0.00197,0.0011288,0.0011288,0.0011288
46,201.017,2.09704,0.86529,0.00194,0.71107,0.71418,0.75394,0.33448,2.23532,1.05337,0.00209,0.001109,0.001109,0.001109
47,205.419,2.04064,0.89594,0.00191,0.69807,0.74349,0.73966,0.33371,2.1925,1.1184,0.00205,0.0010892,0.0010892,0.0010892
48,209.697,2.00129,0.90383,0.00185,0.72073,0.66667,0.74491,0.31933,2.18363,1.18728,0.00199,0.0010694,0.0010694,0.0010694
49,213.562,2.00913,0.85212,0.00186,0.7285,0.73657,0.7393,0.32486,2.22091,1.04239,0.00207,0.0010496,0.0010496,0.0010496
50,217.696,2.06921,0.91006,0.00197,0.69211,0.71765,0.70526,0.30403,2.30543,1.04738,0.00216,0.0010298,0.0010298,0.0010298
51,221.607,2.04947,0.84972,0.00187,0.7247,0.73725,0.75041,0.32465,2.25016,0.99023,0.00209,0.00101,0.00101,0.00101
52,225.545,1.95412,0.84016,0.0018,0.74528,0.67697,0.7625,0.345,2.25733,0.96805,0.00213,0.0009902,0.0009902,0.0009902
53,229.485,2.07608,0.86646,0.00188,0.7714,0.67059,0.75226,0.33515,2.24794,1.00024,0.00209,0.0009704,0.0009704,0.0009704
54,233.618,2.07086,0.87899,0.00189,0.80266,0.68587,0.77197,0.32998,2.25308,1.04251,0.0021,0.0009506,0.0009506,0.0009506
55,237.525,1.96221,0.87389,0.00178,0.80957,0.6902,0.78646,0.33738,2.2113,0.94888,0.00201,0.0009308,0.0009308,0.0009308
56,241.392,1.95337,0.82246,0.00182,0.75309,0.70196,0.76109,0.33007,2.23452,1.02046,0.00207,0.000911,0.000911,0.000911
57,245.289,2.01771,0.8182,0.00184,0.73891,0.75686,0.78428,0.33276,2.19212,1.01243,0.00203,0.0008912,0.0008912,0.0008912
58,249.237,1.9994,0.82766,0.00183,0.73246,0.70862,0.75655,0.33599,2.18122,1.04768,0.00201,0.0008714,0.0008714,0.0008714
59,253.419,1.96373,0.86353,0.00183,0.76425,0.67451,0.76114,0.32571,2.23553,1.08455,0.00218,0.0008516,0.0008516,0.0008516
60,257.262,1.92098,0.82517,0.00177,0.75108,0.69804,0.77396,0.3403,2.22549,1.02244,0.00209,0.0008318,0.0008318,0.0008318
61,261.107,1.9767,0.80068,0.00177,0.75403,0.73331,0.78392,0.33176,2.22431,1.08734,0.00208,0.000812,0.000812,0.000812
62,264.977,1.90638,0.76947,0.00175,0.73408,0.70588,0.76126,0.34091,2.16303,1.09479,0.00205,0.0007922,0.0007922,0.0007922
63,268.917,1.90887,0.76436,0.00178,0.7898,0.71373,0.763,0.33379,2.22049,1.0506,0.00215,0.0007724,0.0007724,0.0007724
64,272.796,1.89687,0.7297,0.00174,0.77271,0.72941,0.78006,0.34449,2.21796,0.9902,0.00208,0.0007526,0.0007526,0.0007526
65,276.968,1.90985,0.73813,0.00168,0.78591,0.73725,0.77293,0.33909,2.21696,1.07486,0.00206,0.0007328,0.0007328,0.0007328
66,280.844,1.8699,0.71243,0.00165,0.81841,0.73725,0.79601,0.33751,2.22702,1.0435,0.00208,0.000713,0.000713,0.000713
67,284.709,1.90442,0.72766,0.00176,0.77302,0.72121,0.77228,0.34975,2.20353,0.99728,0.00204,0.0006932,0.0006932,0.0006932
68,288.742,1.87127,0.7253,0.00169,0.77111,0.76471,0.79145,0.34675,2.21016,1.02623,0.00201,0.0006734,0.0006734,0.0006734
69,292.565,1.91801,0.72745,0.00172,0.79695,0.7234,0.8018,0.34947,2.19401,0.95679,0.00197,0.0006536,0.0006536,0.0006536
70,296.476,1.85645,0.70741,0.00164,0.81581,0.7295,0.80023,0.35331,2.1504,1.03285,0.00198,0.0006338,0.0006338,0.0006338
71,300.61,1.89511,0.72648,0.00167,0.82604,0.70196,0.788,0.35145,2.17336,0.99631,0.00203,0.000614,0.000614,0.000614
72,304.556,1.90591,0.72725,0.00171,0.77236,0.7318,0.79217,0.35396,2.20558,0.99002,0.002,0.0005942,0.0005942,0.0005942
73,308.526,1.83734,0.72712,0.00162,0.76813,0.74118,0.7766,0.34357,2.20711,1.05749,0.00207,0.0005744,0.0005744,0.0005744
74,312.433,1.84388,0.67161,0.00163,0.81695,0.71373,0.79576,0.34665,2.20804,0.99602,0.00202,0.0005546,0.0005546,0.0005546
75,316.249,1.79953,0.70973,0.0016,0.84182,0.72941,0.8194,0.36373,2.13406,0.97815,0.00198,0.0005348,0.0005348,0.0005348
76,320.539,1.80257,0.69037,0.0016,0.83384,0.74784,0.81011,0.3637,2.15064,0.97443,0.00198,0.000515,0.000515,0.000515
77,324.374,1.7616,0.64658,0.00154,0.80808,0.74118,0.79136,0.35237,2.19321,0.95854,0.00203,0.0004952,0.0004952,0.0004952
78,328.383,1.77672,0.66235,0.00158,0.79965,0.72157,0.79797,0.35387,2.20814,0.96834,0.00206,0.0004754,0.0004754,0.0004754
79,332.201,1.75352,0.62171,0.0016,0.82609,0.74511,0.8094,0.36365,2.18868,0.96774,0.00205,0.0004556,0.0004556,0.0004556
80,336.097,1.79195,0.67203,0.00152,0.8275,0.7451,0.81043,0.35728,2.21617,0.98265,0.00206,0.0004358,0.0004358,0.0004358
81,340.024,1.80015,0.64462,0.00156,0.78274,0.73471,0.7917,0.35346,2.22369,0.99582,0.00209,0.000416,0.000416,0.000416
82,344.186,1.75859,0.64008,0.00159,0.78521,0.73725,0.79436,0.35789,2.20282,0.9993,0.00201,0.0003962,0.0003962,0.0003962
83,348.001,1.77196,0.63478,0.00152,0.8216,0.7451,0.82306,0.36951,2.16358,1.00994,0.00199,0.0003764,0.0003764,0.0003764
84,351.997,1.73203,0.65843,0.00151,0.8312,0.71765,0.80918,0.36823,2.17138,1.02931,0.00202,0.0003566,0.0003566,0.0003566
85,355.797,1.70498,0.62071,0.00148,0.81978,0.73136,0.79626,0.36406,2.17329,1.01384,0.002,0.0003368,0.0003368,0.0003368
86,359.707,1.70341,0.64973,0.00147,0.81844,0.7451,0.80698,0.35599,2.17679,0.99483,0.00198,0.000317,0.000317,0.000317
87,363.912,1.76565,0.61376,0.00153,0.81678,0.73424,0.80305,0.35899,2.16927,0.99383,0.00197,0.0002972,0.0002972,0.0002972
88,367.84,1.75255,0.63127,0.00152,0.77972,0.74957,0.7953,0.3533,2.17649,1.0117,0.00202,0.0002774,0.0002774,0.0002774
89,371.647,1.70054,0.61689,0.00148,0.78306,0.73333,0.79099,0.36181,2.15132,0.98489,0.00199,0.0002576,0.0002576,0.0002576
90,375.603,1.70708,0.62732,0.00148,0.84322,0.73823,0.80912,0.35926,2.17151,0.97875,0.00199,0.0002378,0.0002378,0.0002378
91,379.846,1.71213,0.63296,0.00148,0.83893,0.71373,0.7956,0.36024,2.17114,0.99313,0.00203,0.000218,0.000218,0.000218
92,383.907,1.71761,0.60819,0.00148,0.8303,0.72549,0.80043,0.3659,2.15434,0.98315,0.00198,0.0001982,0.0001982,0.0001982
93,387.762,1.70932,0.60226,0.00146,0.80304,0.7515,0.80247,0.36135,2.14365,1.003,0.00196,0.0001784,0.0001784,0.0001784
94,391.867,1.71237,0.63914,0.00148,0.82065,0.73725,0.80159,0.3658,2.15008,0.99524,0.00197,0.0001586,0.0001586,0.0001586
95,395.694,1.68831,0.59032,0.00146,0.82186,0.74118,0.80285,0.36564,2.19305,0.9574,0.00201,0.0001388,0.0001388,0.0001388
96,399.613,1.6305,0.57805,0.00141,0.83186,0.73725,0.80444,0.37125,2.16616,0.97163,0.00199,0.000119,0.000119,0.000119
97,403.568,1.67995,0.59085,0.00143,0.84756,0.72549,0.80116,0.36935,2.16168,0.98074,0.00198,9.92e-05,9.92e-05,9.92e-05
98,407.452,1.68735,0.60352,0.00145,0.84029,0.72549,0.80085,0.37155,2.1643,0.98416,0.00198,7.94e-05,7.94e-05,7.94e-05
99,411.306,1.68673,0.62349,0.00145,0.85433,0.73597,0.81733,0.37297,2.15889,0.9672,0.00197,5.96e-05,5.96e-05,5.96e-05
100,415.532,1.6623,0.59131,0.0014,0.85846,0.73735,0.82072,0.37354,2.15487,0.97282,0.00197,3.98e-05,3.98e-05,3.98e-05
