epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.82521,2.91579,4.3887,0.0042,0.18374,0.18431,0.07259,0.02501,2.78323,2.88768,0.00267,0.00036,0.00036,0.00036
2,3.76231,2.70282,2.51095,0.0032,0.49162,0.37923,0.342,0.10669,2.81261,1.77222,0.00267,0.000725348,0.000725348,0.000725348
3,5.33331,2.80035,1.95417,0.00334,0.47366,0.4,0.37524,0.11982,2.77908,1.83781,0.0027,0.00107565,0.00107565,0.00107565
4,6.80404,2.84992,1.8167,0.00329,0.50361,0.38431,0.35365,0.11415,2.85551,1.92084,0.00271,0.0014109,0.0014109,0.0014109
5,8.20121,2.86949,1.6859,0.00339,0.31353,0.32549,0.26262,0.06794,2.93513,2.12617,0.00274,0.0017311,0.0017311,0.0017311
6,9.62228,2.87561,1.65437,0.00336,0.38809,0.45018,0.35637,0.08744,3.03797,1.6561,0.00304,0.001802,0.001802,0.001802
7,11.0114,2.86223,1.68187,0.00329,0.41692,0.32157,0.29169,0.07632,3.17263,1.71965,0.00348,0.0017624,0.0017624,0.0017624
8,12.624,2.75787,1.65694,0.00309,0.54498,0.32549,0.34302,0.11556,2.80619,1.84794,0.00289,0.0017228,0.0017228,0.0017228
9,14.0112,2.69792,1.64646,0.00297,0.48435,0.39216,0.39557,0.11818,2.80572,1.63693,0.00276,0.0016832,0.0016832,0.0016832
10,15.4288,2.65556,1.55169,0.00296,0.56325,0.47059,0.46792,0.15343,2.67772,1.51968,0.00256,0.0016436,0.0016436,0.0016436
11,16.8841,2.58907,1.5106,0.00294,0.47025,0.34902,0.33535,0.12037,2.78488,1.94762,0.0029,0.001604,0.001604,0.001604
12,18.2925,2.66258,1.44029,0.0029,0.55903,0.45098,0.44009,0.16089,2.72376,1.58612,0.00279,0.0015644,0.0015644,0.0015644
13,19.8984,2.64263,1.41198,0.00301,0.60466,0.44706,0.51107,0.16492,2.73446,1.40446,0.00264,0.0015248,0.0015248,0.0015248
14,21.3835,2.7094,1.39597,0.00301,0.57255,0.47843,0.47426,0.16421,2.7723,1.49138,0.00272,0.0014852,0.0014852,0.0014852
15,22.7833,2.57342,1.28455,0.00278,0.64944,0.43529,0.47928,0.16648,2.629,1.41715,0.00258,0.0014456,0.0014456,0.0014456
16,24.2431,2.57488,1.40749,0.00286,0.58832,0.50196,0.49216,0.17226,2.78876,1.32694,0.00274,0.001406,0.001406,0.001406
17,25.9482,2.47711,1.31729,0.00266,0.54099,0.4853,0.48723,0.17554,2.66231,1.36482,0.00255,0.0013664,0.0013664,0.0013664
18,27.5714,2.52991,1.29509,0.00271,0.53588,0.43137,0.45821,0.16811,2.67068,1.43164,0.00259,0.0013268,0.0013268,0.0013268
19,29.0194,2.68349,1.34417,0.00289,0.52335,0.41176,0.43513,0.14741,2.78298,1.32224,0.00268,0.0012872,0.0012872,0.0012872
20,30.4313,2.52432,1.27683,0.00279,0.64257,0.46667,0.51607,0.19585,2.56675,1.26166,0.00241,0.0012476,0.0012476,0.0012476
21,31.8902,2.48123,1.26772,0.00262,0.61268,0.4902,0.54029,0.19483,2.59816,1.23748,0.00244,0.001208,0.001208,0.001208
22,33.2869,2.39104,1.15473,0.00258,0.64117,0.47843,0.52633,0.19773,2.62082,1.23464,0.00256,0.0011684,0.0011684,0.0011684
23,34.8367,2.6159,1.2649,0.00289,0.54899,0.49412,0.49677,0.14692,2.91313,1.31238,0.00284,0.0011288,0.0011288,0.0011288
24,36.381,2.55308,1.19193,0.00276,0.61583,0.53725,0.53893,0.18815,2.62095,1.24817,0.00245,0.0010892,0.0010892,0.0010892
25,37.9815,2.46128,1.18359,0.00266,0.61563,0.47736,0.51645,0.19073,2.65001,1.30788,0.00243,0.0010496,0.0010496,0.0010496
26,39.3908,2.46426,1.14968,0.00265,0.61038,0.51607,0.54101,0.20524,2.58754,1.32909,0.00243,0.00101,0.00101,0.00101
27,40.8834,2.44442,1.15198,0.00267,0.66162,0.46275,0.52718,0.20269,2.55569,1.28841,0.00243,0.0009704,0.0009704,0.0009704
28,42.3815,2.3659,1.14203,0.00261,0.66221,0.54118,0.57302,0.22794,2.42432,1.27566,0.00226,0.0009308,0.0009308,0.0009308
29,43.9032,2.33324,1.11523,0.00237,0.64173,0.54088,0.58814,0.23596,2.38792,1.20223,0.00217,0.0008912,0.0008912,0.0008912
30,45.373,2.3557,1.11367,0.00251,0.68035,0.5008,0.57355,0.22443,2.41584,1.26019,0.00218,0.0008516,0.0008516,0.0008516
31,46.7713,2.29779,1.21905,0.00241,0.73041,0.52157,0.61265,0.22663,2.5054,1.1894,0.00231,0.000812,0.000812,0.000812
32,48.1699,2.36955,1.12514,0.00251,0.72832,0.51373,0.58067,0.23383,2.42556,1.17949,0.00224,0.0007724,0.0007724,0.0007724
33,49.6561,2.21575,1.08636,0.00236,0.68889,0.52941,0.58667,0.2326,2.37824,1.20555,0.00222,0.0007328,0.0007328,0.0007328
34,51.2988,2.25318,1.0828,0.00243,0.67814,0.55358,0.59008,0.24491,2.38888,1.20179,0.00221,0.0006932,0.0006932,0.0006932
35,52.8696,2.21634,1.08411,0.00236,0.64916,0.56471,0.59416,0.23857,2.38663,1.20456,0.00225,0.0006536,0.0006536,0.0006536
36,54.2739,2.22476,1.06531,0.00241,0.62567,0.56471,0.59433,0.24841,2.33775,1.22435,0.00214,0.000614,0.000614,0.000614
37,55.7117,2.23031,1.0883,0.00234,0.66202,0.57647,0.62044,0.23732,2.39702,1.23324,0.00219,0.0005744,0.0005744,0.0005744
38,57.1257,2.17611,1.09104,0.00221,0.66099,0.5964,0.61903,0.24295,2.42578,1.16436,0.00226,0.0005348,0.0005348,0.0005348
39,58.6411,2.22344,1.08005,0.00236,0.72546,0.5451,0.62199,0.25813,2.3558,1.22576,0.0021,0.0004952,0.0004952,0.0004952
40,60.1835,2.18131,1.00825,0.00218,0.72473,0.5451,0.6241,0.25597,2.37804,1.14515,0.00211,0.0004556,0.0004556,0.0004556
41,62.3376,2.15794,0.98896,0.00221,0.74346,0.56471,0.6423,0.25254,2.36626,1.11544,0.00218,0.000416,0.000416,0.000416
42,63.7823,2.1274,0.95546,0.0022,0.75168,0.58824,0.64398,0.26683,2.38921,1.07017,0.00218,0.0003764,0.0003764,0.0003764
43,65.235,2.20218,0.95406,0.00223,0.70047,0.63279,0.65557,0.27001,2.33058,1.10858,0.0021,0.0003368,0.0003368,0.0003368
44,66.8015,2.17557,0.97067,0.00227,0.70163,0.63137,0.66141,0.27655,2.30002,1.14595,0.00209,0.0002972,0.0002972,0.0002972
45,68.3254,2.13503,0.92832,0.00225,0.71534,0.59129,0.6483,0.2638,2.34796,1.15858,0.00215,0.0002576,0.0002576,0.0002576
46,69.7412,2.11305,0.99455,0.0021,0.71375,0.60392,0.65436,0.26775,2.35646,1.16905,0.00209,0.000218,0.000218,0.000218
47,71.1691,2.12311,0.93813,0.00217,0.7399,0.61569,0.67781,0.27013,2.34875,1.14303,0.00208,0.0001784,0.0001784,0.0001784
48,72.5722,2.17603,0.95081,0.00222,0.72216,0.62745,0.67907,0.27451,2.32728,1.10238,0.00206,0.0001388,0.0001388,0.0001388
49,74.0475,2.10053,0.91784,0.00222,0.71819,0.61961,0.68415,0.27623,2.33689,1.10067,0.00206,9.92e-05,9.92e-05,9.92e-05
50,75.6345,2.0191,0.90306,0.00203,0.72176,0.62052,0.67723,0.2762,2.34803,1.08316,0.00207,5.96e-05,5.96e-05,5.96e-05
