epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,20.7828,2.16527,3.87519,0.00377,0.66887,0.6594,0.67967,0.28306,2.1392,1.72858,0.00334,0.000657534,0.000657534,0.000657534
2,26.9556,2.15689,1.38811,0.00372,0.7521,0.58541,0.67301,0.29869,2.21262,1.52487,0.00354,0.00131109,0.00131109,0.00131109
3,32.9951,2.19265,1.44539,0.0038,0.67681,0.65706,0.65517,0.27372,2.23173,1.20546,0.00349,0.00195145,0.00195145,0.00195145
4,38.9274,2.23909,1.38149,0.00384,0.65796,0.5453,0.60448,0.27408,2.24258,1.52183,0.00348,0.0019406,0.0019406,0.0019406
5,44.8861,2.16026,1.17275,0.0037,0.68073,0.60235,0.65227,0.27527,2.2399,1.26843,0.00352,0.0019208,0.0019208,0.0019208
6,50.7928,2.12493,1.10251,0.00363,0.786,0.64597,0.74117,0.32436,2.18106,1.02465,0.00335,0.001901,0.001901,0.001901
7,56.8196,2.12908,1.12142,0.00357,0.81643,0.61577,0.70799,0.30737,2.17445,1.30931,0.00341,0.0018812,0.0018812,0.0018812
8,62.7548,2.07197,1.05385,0.00358,0.6983,0.66779,0.71937,0.30041,2.18332,1.21741,0.0034,0.0018614,0.0018614,0.0018614
9,68.7735,2.07413,1.06015,0.00361,0.7734,0.64765,0.73437,0.32751,2.156,1.2936,0.00342,0.0018416,0.0018416,0.0018416
10,74.7624,1.99348,0.97791,0.00329,0.81349,0.66946,0.76842,0.33046,2.18443,1.05676,0.00343,0.0018218,0.0018218,0.0018218
11,80.8017,2.05395,0.97424,0.00336,0.65555,0.54362,0.60422,0.27306,2.25927,1.86539,0.00361,0.001802,0.001802,0.001802
12,86.8062,2.07479,0.93969,0.00341,0.81515,0.6215,0.73144,0.33689,2.17776,1.17101,0.00352,0.0017822,0.0017822,0.0017822
13,92.8425,2.00182,0.95081,0.00332,0.80178,0.69904,0.77007,0.34913,2.14909,1.11684,0.00337,0.0017624,0.0017624,0.0017624
14,98.911,2.01678,0.91553,0.0033,0.72712,0.74216,0.7783,0.34633,2.14542,0.93817,0.0033,0.0017426,0.0017426,0.0017426
15,104.85,2.00978,0.88924,0.00329,0.71896,0.66779,0.72143,0.28857,2.3001,1.09032,0.00352,0.0017228,0.0017228,0.0017228
16,110.944,1.99806,0.88928,0.00319,0.76952,0.71644,0.77678,0.33482,2.20758,1.06016,0.00335,0.001703,0.001703,0.001703
17,117.074,1.91769,0.86183,0.00307,0.81119,0.72483,0.80383,0.36758,2.14877,0.92273,0.00328,0.0016832,0.0016832,0.0016832
18,123.181,1.98395,0.85198,0.0032,0.7871,0.78159,0.82148,0.37047,2.10907,0.86962,0.00331,0.0016634,0.0016634,0.0016634
19,129.268,1.89096,0.83414,0.00301,0.81807,0.70921,0.80463,0.36244,2.12291,0.98281,0.00333,0.0016436,0.0016436,0.0016436
20,135.32,1.92786,0.82301,0.00316,0.80533,0.69799,0.79696,0.34752,2.131,0.94943,0.00329,0.0016238,0.0016238,0.0016238
21,141.281,1.85711,0.76271,0.00304,0.84221,0.66946,0.76656,0.34457,2.20954,1.11971,0.00342,0.001604,0.001604,0.001604
22,147.211,1.88886,0.80419,0.00302,0.84956,0.61577,0.74496,0.35882,2.14742,1.3792,0.00339,0.0015842,0.0015842,0.0015842
23,153.12,1.86854,0.7753,0.00288,0.75901,0.70805,0.78575,0.35924,2.09686,1.04043,0.00325,0.0015644,0.0015644,0.0015644
24,159.104,1.86732,0.77189,0.00294,0.80688,0.75839,0.84118,0.36569,2.08952,0.88863,0.00324,0.0015446,0.0015446,0.0015446
25,165.092,1.85468,0.76417,0.00303,0.87071,0.69799,0.8074,0.38142,2.05352,0.96994,0.00325,0.0015248,0.0015248,0.0015248
26,171.055,1.8132,0.77239,0.00289,0.81604,0.74161,0.81301,0.35753,2.11738,0.89796,0.00324,0.001505,0.001505,0.001505
27,176.946,1.82565,0.77305,0.00278,0.82884,0.70688,0.81022,0.38503,2.04157,0.93946,0.00311,0.0014852,0.0014852,0.0014852
28,183.043,1.87014,0.74291,0.00303,0.83844,0.74885,0.8363,0.38639,2.13461,0.8816,0.00332,0.0014654,0.0014654,0.0014654
29,189.099,1.8025,0.70671,0.00271,0.83891,0.74664,0.85204,0.40376,2.03034,0.83986,0.00307,0.0014456,0.0014456,0.0014456
30,195.049,1.73456,0.71236,0.00271,0.81003,0.73322,0.79987,0.37917,2.01673,0.9611,0.00314,0.0014258,0.0014258,0.0014258
31,200.973,1.70474,0.7261,0.00265,0.83347,0.79866,0.86215,0.4136,2.05033,0.83248,0.00316,0.001406,0.001406,0.001406
32,206.952,1.71636,0.69223,0.00266,0.77684,0.74161,0.79356,0.38836,2.09281,1.14684,0.00324,0.0013862,0.0013862,0.0013862
33,212.87,1.77218,0.70066,0.00271,0.84557,0.7533,0.83942,0.40404,1.99513,0.88682,0.00303,0.0013664,0.0013664,0.0013664
34,218.807,1.70617,0.68401,0.00268,0.81343,0.77013,0.82503,0.39439,2.03998,1.00157,0.00311,0.0013466,0.0013466,0.0013466
