epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,18.5492,2.12603,14.7858,0.00216,0.63338,0.38617,0.46412,0.19954,2.12372,3.814,0.00196,0.0006621,0.0006621,0.0006621
2,29.6165,2.10977,3.5388,0.00218,0.75394,0.41961,0.51937,0.21322,2.22613,2.15056,0.00213,0.00132,0.00132,0.00132
3,40.4813,2.20261,2.16309,0.00225,0.71555,0.54257,0.61693,0.27892,2.2044,1.59539,0.00206,0.00196909,0.00196909,0.00196909
4,51.5148,2.12369,2.12108,0.00213,0.70704,0.52941,0.59516,0.23825,2.27025,1.4506,0.00207,0.0019604,0.0019604,0.0019604
5,62.3358,2.19868,1.8023,0.00225,0.65634,0.64706,0.66996,0.23835,2.44505,1.78082,0.00234,0.0019472,0.0019472,0.0019472
6,73.1362,2.53762,2.24737,0.00255,0.84393,0.36049,0.61317,0.28062,2.36234,1.99824,0.00215,0.001934,0.001934,0.001934
7,84.2117,2.13938,1.91549,0.0022,0.66819,0.59216,0.65488,0.24812,2.33392,2.07566,0.00224,0.0019208,0.0019208,0.0019208
8,95.0582,2.19914,1.91556,0.0022,0.86267,0.32026,0.61831,0.27761,2.24372,2.12075,0.0021,0.0019076,0.0019076,0.0019076
9,105.973,2.1274,1.68367,0.00214,0.63024,0.65098,0.68771,0.30778,2.11466,1.28225,0.00195,0.0018944,0.0018944,0.0018944
10,116.826,2.13179,1.3398,0.00216,0.68366,0.59327,0.6537,0.2473,2.3291,1.36462,0.00232,0.0018812,0.0018812,0.0018812
11,127.707,2.08484,1.24002,0.00207,0.65222,0.63248,0.67972,0.29501,2.16879,1.30655,0.00191,0.001868,0.001868,0.001868
12,138.571,2.1179,1.16796,0.00208,0.77363,0.6031,0.72463,0.30792,2.18967,1.17627,0.00207,0.0018548,0.0018548,0.0018548
13,149.491,2.12591,1.15741,0.00219,0.84475,0.58824,0.74813,0.31885,2.20772,1.14394,0.00203,0.0018416,0.0018416,0.0018416
14,160.314,2.10019,1.11957,0.00213,0.69513,0.65882,0.72606,0.32358,2.1607,1.23442,0.00203,0.0018284,0.0018284,0.0018284
15,171.355,2.03544,1.18921,0.0021,0.73597,0.56841,0.70175,0.32348,2.13363,1.27187,0.002,0.0018152,0.0018152,0.0018152
16,182.322,1.96141,1.24412,0.00202,0.7854,0.64587,0.73896,0.34418,2.03693,1.32291,0.00187,0.001802,0.001802,0.001802
17,193.235,1.98221,1.12655,0.00194,0.79496,0.62338,0.74198,0.34977,2.11977,1.25713,0.00199,0.0017888,0.0017888,0.0017888
18,204.086,1.9579,1.04696,0.00196,0.77886,0.58008,0.65025,0.29397,2.08511,nan,0.00198,0.0017756,0.0017756,0.0017756
19,214.912,1.93422,1.0255,0.00186,0.79519,0.70041,0.79009,0.37505,2.08535,1.1338,0.00189,0.0017624,0.0017624,0.0017624
20,225.764,2.02465,1.11994,0.002,0.7443,0.6735,0.74521,0.34394,2.1706,1.26979,0.00198,0.0017492,0.0017492,0.0017492
21,236.688,1.89524,1.05463,0.00181,0.7881,0.6549,0.7579,0.3503,2.14809,1.09283,0.00199,0.001736,0.001736,0.001736
22,247.496,1.96701,1.05963,0.00191,0.76122,0.68235,0.74727,0.33259,2.17747,1.2361,0.00199,0.0017228,0.0017228,0.0017228
23,258.36,1.91159,0.96123,0.00185,0.84635,0.69122,0.81558,0.39214,2.05161,1.01282,0.00185,0.0017096,0.0017096,0.0017096
24,269.154,1.94223,0.99627,0.00189,0.76777,0.70012,0.78873,0.36003,2.13844,1.17769,0.00194,0.0016964,0.0016964,0.0016964
25,280.015,1.90301,0.99345,0.00188,0.81827,0.60038,0.7414,0.34138,2.1024,1.26328,0.00192,0.0016832,0.0016832,0.0016832
26,290.762,1.94637,0.95565,0.00187,0.69798,0.62353,0.72063,0.32688,2.12381,1.23513,0.00199,0.00167,0.00167,0.00167
27,301.832,1.9822,0.93508,0.00193,0.80612,0.6549,0.76445,0.34679,2.11411,1.07569,0.00198,0.0016568,0.0016568,0.0016568
28,312.601,1.90113,0.88631,0.00193,0.79616,0.67059,0.76986,0.3673,2.02539,1.11201,0.00184,0.0016436,0.0016436,0.0016436
29,323.472,1.94824,0.87448,0.00188,0.76406,0.69804,0.78297,0.36316,2.19967,1.09317,0.00208,0.0016304,0.0016304,0.0016304
30,334.297,1.89168,0.95284,0.00184,0.82465,0.6902,0.79269,0.36837,2.10347,1.11937,0.002,0.0016172,0.0016172,0.0016172
31,345.269,1.85513,0.92763,0.00183,0.83082,0.60784,0.74541,0.34512,2.10142,1.26502,0.00189,0.001604,0.001604,0.001604
32,356.076,1.86791,0.91834,0.00188,0.75265,0.72791,0.80025,0.37253,2.06996,1.05159,0.00188,0.0015908,0.0015908,0.0015908
33,366.92,1.91714,0.95441,0.00183,0.84144,0.7098,0.80115,0.36106,2.13195,1.08814,0.00194,0.0015776,0.0015776,0.0015776
